"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"
"21"	"GO:0000469"	0.00108795550529324	Inf	3.4261780104712	8	8	"cleavage involved in rRNA processing"
"22"	"GO:0019236"	0.00136489708317635	5.15862944162437	8.13717277486911	15	19	"response to pheromone"
"23"	"GO:0044249"	0.00237904808374625	2.3304684142673	18.8157894736842	29	55	"cellular biosynthetic process"
"24"	"GO:0006399"	0.00252728844543366	Inf	2.99157894736842	7	7	"tRNA metabolic process"
"25"	"GO:0000447"	0.00256562641546765	Inf	2.9979057591623	7	7	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"26"	"GO:0043038"	0.00256562641546765	Inf	2.9979057591623	7	7	"amino acid activation"
"27"	"GO:0090502"	0.00285372426073254	12.2625	4.28272251308901	9	10	"RNA phosphodiester bond hydrolysis, endonucleolytic"
"28"	"GO:0098771"	0.00286706481817921	3.52087912087912	10.7481559536354	18	25	"inorganic ion homeostasis"
"29"	"GO:0033036"	0.00332902201941267	3.25826446280992	11.6148648648649	19	27	"macromolecule localization"
"30"	"GO:0000003"	0.00401389333797712	4.00793650793651	8.70431893687708	15	20	"reproduction"
"31"	"GO:0044764"	0.00465555833398604	3.34782608695652	10.2641509433962	17	24	"multi-organism cellular process"
"32"	"GO:0090305"	0.00469849044685835	6.87341772151899	5.11578947368421	10	12	"nucleic acid phosphodiester bond hydrolysis"
"33"	"GO:0006450"	0.00593990377179823	Inf	2.56243441762854	6	6	"regulation of translational fidelity"
"34"	"GO:0015891"	0.00604163639771414	Inf	2.5696335078534	6	6	"siderophore transport"
"35"	"GO:0006189"	0.00610610719179892	10.8728179551122	3.8544502617801	8	9	"'de novo' IMP biosynthetic process"
"36"	"GO:0046040"	0.00610610719179892	10.8728179551122	3.8544502617801	8	9	"IMP metabolic process"
"37"	"GO:0051246"	0.00851080687701543	2.29991204925242	17.1549893842887	25	40	"regulation of protein metabolic process"
"38"	"GO:0055080"	0.0102986071704843	2.72820512820513	11.6080084299262	18	27	"cation homeostasis"
"39"	"GO:0051301"	0.0114110223183628	2.2896512935883	15.7513171759747	23	37	"cell division"
"40"	"GO:0055072"	0.0121292629475916	9.65394402035623	3.39342523860021	7	8	"iron ion homeostasis"
"41"	"GO:1901678"	0.0129093227866885	9.49004975124378	3.4261780104712	7	8	"iron coordination entity transport"
"42"	"GO:0033753"	0.0142068182619515	Inf	2.1413612565445	5	5	"establishment of ribosome localization"
"43"	"GO:0042401"	0.0142068182619515	Inf	2.1413612565445	5	5	"cellular biogenic amine biosynthetic process"
"44"	"GO:0043628"	0.0142068182619515	Inf	2.1413612565445	5	5	"ncRNA 3'-end processing"
"45"	"GO:0071166"	0.0142068182619515	Inf	2.1413612565445	5	5	"ribonucleoprotein complex localization"
"46"	"GO:0071428"	0.0142068182619515	Inf	2.1413612565445	5	5	"rRNA-containing ribonucleoprotein complex export from nucleus"
"47"	"GO:0006807"	0.0149997661180302	1.39540863177227	115.908878504673	131	266	"nitrogen compound metabolic process"
"48"	"GO:0006811"	0.0224075985384844	5.20954907161804	4.38496583143508	8	10	"ion transport"
"49"	"GO:1902580"	0.0242444152527045	4.07751937984496	5.1372972972973	9	12	"single-organism cellular localization"
"50"	"GO:0051649"	0.0245761863893862	1.62384775498067	34.1007423117709	43	81	"establishment of localization in cell"
"51"	"GO:0051168"	0.0303086538783108	Inf	1.67272727272727	4	4	"nuclear export"
"52"	"GO:0010604"	0.0303374233461386	7.80462724935733	3.06541019955654	6	7	"positive regulation of macromolecule metabolic process"
"53"	"GO:0051049"	0.032515508108204	Inf	1.70221752903907	4	4	"regulation of transport"
"54"	"GO:0000055"	0.0333597139928788	Inf	1.7130890052356	4	4	"ribosomal large subunit export from nucleus"
"55"	"GO:0000162"	0.0333597139928788	Inf	1.7130890052356	4	4	"tryptophan biosynthetic process"
"56"	"GO:0000461"	0.0333597139928788	Inf	1.7130890052356	4	4	"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"57"	"GO:0042435"	0.0333597139928788	Inf	1.7130890052356	4	4	"indole-containing compound biosynthetic process"
"58"	"GO:0070201"	0.0333597139928788	Inf	1.7130890052356	4	4	"regulation of establishment of protein localization"
"59"	"GO:0071555"	0.0335521149364125	2.96	6.89445048966268	11	16	"cell wall organization"
"60"	"GO:0044237"	0.0342134706904384	2.47128712871287	7.51057401812689	12	22	"cellular metabolic process"
"61"	"GO:0006879"	0.043693062065615	3.62	4.70440251572327	8	11	"cellular iron ion homeostasis"
"62"	"GO:0000750"	0.0543456867479449	6.77860696517413	2.56243441762854	5	6	"pheromone-dependent signal transduction involved in conjugation with cellular fusion"
"63"	"GO:0000920"	0.0550327275831388	6.7450495049505	2.5696335078534	5	6	"cell separation after cytokinesis"
"64"	"GO:0006553"	0.0550327275831388	6.7450495049505	2.5696335078534	5	6	"lysine metabolic process"
"65"	"GO:0006696"	0.0550327275831388	6.7450495049505	2.5696335078534	5	6	"ergosterol biosynthetic process"
"66"	"GO:0006730"	0.0552029523021403	6.73697270471464	2.57142857142857	5	6	"one-carbon metabolic process"
"67"	"GO:0009067"	0.0571550776671727	6.64572864321608	2.59163987138264	5	6	"aspartate family amino acid biosynthetic process"
"68"	"GO:0051174"	0.0608793011879341	2.04060913705584	10.7068062827225	15	25	"regulation of phosphorus metabolic process"
"69"	"GO:0006541"	0.0674522921811864	4.08	3.41176470588235	6	8	"glutamine metabolic process"
"70"	"GO:0032259"	0.0688628168047068	4.04962779156328	3.4261780104712	6	8	"methylation"
"71"	"GO:0060341"	0.0688628168047068	4.04962779156328	3.4261780104712	6	8	"regulation of cellular localization"
"72"	"GO:0042254"	0.0743818317010009	6.4955223880597	1.91742081447964	4	5	"ribosome biogenesis"
"73"	"GO:0000470"	0.0772362805324687	Inf	1.27941176470588	3	3	"maturation of LSU-rRNA"
"74"	"GO:0006310"	0.0775477565273221	Inf	1.28115015974441	3	3	"DNA recombination"
"75"	"GO:0000079"	0.0777987670918559	3.15174129353234	4.28272251308901	7	10	"regulation of cyclin-dependent protein serine/threonine kinase activity"
"76"	"GO:0000463"	0.0782227776384745	Inf	1.2848167539267	3	3	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"77"	"GO:0000742"	0.0782227776384745	Inf	1.2848167539267	3	3	"karyogamy involved in conjugation with cellular fusion"
"78"	"GO:0006267"	0.0782227776384745	Inf	1.2848167539267	3	3	"pre-replicative complex assembly involved in nuclear cell cycle DNA replication"
"79"	"GO:0006567"	0.0782227776384745	Inf	1.2848167539267	3	3	"threonine catabolic process"
"80"	"GO:0006797"	0.0782227776384745	Inf	1.2848167539267	3	3	"polyphosphate metabolic process"
"81"	"GO:0009088"	0.0782227776384745	Inf	1.2848167539267	3	3	"threonine biosynthetic process"
"82"	"GO:0010696"	0.0782227776384745	Inf	1.2848167539267	3	3	"positive regulation of spindle pole body separation"
"83"	"GO:0031106"	0.0782227776384745	Inf	1.2848167539267	3	3	"septin ring organization"
"84"	"GO:0031137"	0.0782227776384745	Inf	1.2848167539267	3	3	"regulation of conjugation with cellular fusion"
"85"	"GO:0031401"	0.0782227776384745	Inf	1.2848167539267	3	3	"positive regulation of protein modification process"
"86"	"GO:0036388"	0.0782227776384745	Inf	1.2848167539267	3	3	"pre-replicative complex assembly"
"87"	"GO:0042759"	0.0782227776384745	Inf	1.2848167539267	3	3	"long-chain fatty acid biosynthetic process"
"88"	"GO:0044786"	0.0782227776384745	Inf	1.2848167539267	3	3	"cell cycle DNA replication"
"89"	"GO:0061572"	0.0782227776384745	Inf	1.2848167539267	3	3	"actin filament bundle organization"
"90"	"GO:0071930"	0.0782227776384745	Inf	1.2848167539267	3	3	"negative regulation of transcription involved in G1/S transition of mitotic cell cycle"
"91"	"GO:0097164"	0.0782227776384745	Inf	1.2848167539267	3	3	"ammonium ion metabolic process"
"92"	"GO:0010558"	0.0786320930084977	Inf	1.28709677419355	3	3	"negative regulation of macromolecule biosynthetic process"
"93"	"GO:0009066"	0.0789729197813277	Inf	1.28896103896104	3	3	"aspartate family amino acid metabolic process"
"94"	"GO:0045859"	0.081405085028018	2.72544080604534	5.11578947368421	8	12	"regulation of protein kinase activity"
"95"	"GO:0042325"	0.0817227547272959	2.72222222222222	5.11932418162619	8	12	"regulation of phosphorylation"
"96"	"GO:0051338"	0.0828843054987375	2.7103274559194	5.13199577613516	8	12	"regulation of transferase activity"
"97"	"GO:0044106"	0.0843985517227731	2.695	5.14826498422713	8	12	"cellular amine metabolic process"
"98"	"GO:0006417"	0.084411766153062	2.45786802030457	5.96405919661734	9	14	"regulation of translation"
"99"	"GO:0044770"	0.0864393956916741	2.675	5.17001055966209	8	12	"cell cycle phase transition"
"100"	"GO:0016043"	0.0996984834658914	1.35627815315315	40.6803995006242	47	95	"cellular component organization"
"101"	"GO:0009073"	0.107825605138999	5.43640897755611	2.12933753943218	4	5	"aromatic amino acid family biosynthetic process"
"102"	"GO:0009113"	0.109434000394989	5.3960396039604	2.13836477987421	4	5	"purine nucleobase biosynthetic process"
"103"	"GO:0007530"	0.109971296916588	5.38271604938272	2.1413612565445	4	5	"sex determination"
"104"	"GO:0009097"	0.109971296916588	5.38271604938272	2.1413612565445	4	5	"isoleucine biosynthetic process"
"105"	"GO:0019878"	0.109971296916588	5.38271604938272	2.1413612565445	4	5	"lysine biosynthetic process via aminoadipic acid"
"106"	"GO:0051300"	0.109971296916588	5.38271604938272	2.1413612565445	4	5	"spindle pole body organization"
"107"	"GO:0070783"	0.112290261912471	5.32668329177057	2.15425531914894	4	5	"growth of unicellular organism as a thread of attached cells"
"108"	"GO:1902582"	0.11661946659496	1.93560606060606	7.95744680851064	11	19	"single-organism intracellular transport"
"109"	"GO:0007010"	0.123096962411953	3.39420654911839	2.98409331919406	5	7	"cytoskeleton organization"
"110"	"GO:0044107"	0.124679505213879	3.37468982630273	2.9937106918239	5	7	"cellular alcohol metabolic process"
"111"	"GO:0006826"	0.125370305813003	3.36633663366337	2.9979057591623	5	7	"iron ion transport"
"112"	"GO:0016128"	0.125370305813003	3.36633663366337	2.9979057591623	5	7	"phytosteroid metabolic process"
"113"	"GO:0042440"	0.125370305813003	3.36633663366337	2.9979057591623	5	7	"pigment metabolic process"
"114"	"GO:1902275"	0.125370305813003	3.36633663366337	2.9979057591623	5	7	"regulation of chromatin organization"
"115"	"GO:0031399"	0.132463579710417	2.3879746835443	4.67936507936508	7	11	"regulation of protein modification process"
"116"	"GO:0007049"	0.133440066213249	2.69398907103825	3.85714285714286	6	9	"cell cycle"
"117"	"GO:0051052"	0.136576132167643	2.36097256857855	4.7093389296957	7	11	"regulation of DNA metabolic process"
"118"	"GO:0005975"	0.136831160021924	3.23684210526316	3.06598407281001	5	7	"carbohydrate metabolic process"
"119"	"GO:0009168"	0.137044372363895	2.164	5.55974842767296	8	13	"purine ribonucleoside monophosphate biosynthetic process"
"120"	"GO:0048878"	0.143388503539658	1.51988507485256	15.3962264150943	19	36	"chemical homeostasis"
"121"	"GO:0065009"	0.171164835680134	1.54733727810651	12.0510095642933	15	28	"regulation of molecular function"
"122"	"GO:1901605"	0.181275948150422	Inf	0.852193995381062	2	2	"alpha-amino acid metabolic process"
"123"	"GO:0030010"	0.181619966598627	Inf	0.852941176470588	2	2	"establishment of cell polarity"
"124"	"GO:0032506"	0.181870323191634	Inf	0.853530031612223	2	2	"cytokinetic process"
"125"	"GO:0032197"	0.182133818900068	Inf	0.85414480587618	2	2	"transposition, RNA-mediated"
"126"	"GO:0006817"	0.182516855322571	Inf	0.855042016806723	2	2	"phosphate ion transport"
"127"	"GO:0045165"	0.182516855322571	Inf	0.855042016806723	2	2	"cell fate commitment"
"128"	"GO:0017157"	0.182647316979812	Inf	0.855345911949686	2	2	"regulation of exocytosis"
"129"	"GO:0032231"	0.182647316979812	Inf	0.855345911949686	2	2	"regulation of actin filament bundle assembly"
"130"	"GO:0033157"	0.182647316979812	Inf	0.855345911949686	2	2	"regulation of intracellular protein transport"
"131"	"GO:0046822"	0.182647316979812	Inf	0.855345911949686	2	2	"regulation of nucleocytoplasmic transport"
"132"	"GO:0051046"	0.182647316979812	Inf	0.855345911949686	2	2	"regulation of secretion"
"133"	"GO:0070507"	0.182647316979812	Inf	0.855345911949686	2	2	"regulation of microtubule cytoskeleton organization"
"134"	"GO:1900153"	0.182647316979812	Inf	0.855345911949686	2	2	"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"135"	"GO:0006415"	0.182901101333776	Inf	0.855941114616193	2	2	"translational termination"
"136"	"GO:1902410"	0.182901101333776	Inf	0.855941114616193	2	2	"mitotic cytokinetic process"
"137"	"GO:0031938"	0.18303102983061	Inf	0.856243441762854	2	2	"regulation of chromatin silencing at telomere"
"138"	"GO:1903313"	0.18303102983061	Inf	0.856243441762854	2	2	"positive regulation of mRNA metabolic process"
"139"	"GO:0000086"	0.183160459679278	Inf	0.856544502617801	2	2	"G2/M transition of mitotic cell cycle"
"140"	"GO:0000282"	0.183160459679278	Inf	0.856544502617801	2	2	"cellular bud site selection"
"141"	"GO:0000472"	0.183160459679278	Inf	0.856544502617801	2	2	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"142"	"GO:0000480"	0.183160459679278	Inf	0.856544502617801	2	2	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"143"	"GO:0000727"	0.183160459679278	Inf	0.856544502617801	2	2	"double-strand break repair via break-induced replication"
"144"	"GO:0000755"	0.183160459679278	Inf	0.856544502617801	2	2	"cytogamy"
"145"	"GO:0006002"	0.183160459679278	Inf	0.856544502617801	2	2	"fructose 6-phosphate metabolic process"
"146"	"GO:0006353"	0.183160459679278	Inf	0.856544502617801	2	2	"DNA-templated transcription, termination"
"147"	"GO:0006528"	0.183160459679278	Inf	0.856544502617801	2	2	"asparagine metabolic process"
"148"	"GO:0006646"	0.183160459679278	Inf	0.856544502617801	2	2	"phosphatidylethanolamine biosynthetic process"
"149"	"GO:0006827"	0.183160459679278	Inf	0.856544502617801	2	2	"high-affinity iron ion transmembrane transport"
"150"	"GO:0007050"	0.183160459679278	Inf	0.856544502617801	2	2	"cell cycle arrest"
"151"	"GO:0007105"	0.183160459679278	Inf	0.856544502617801	2	2	"cytokinesis, site selection"
"152"	"GO:0007266"	0.183160459679278	Inf	0.856544502617801	2	2	"Rho protein signal transduction"
"153"	"GO:0008299"	0.183160459679278	Inf	0.856544502617801	2	2	"isoprenoid biosynthetic process"
"154"	"GO:0008361"	0.183160459679278	Inf	0.856544502617801	2	2	"regulation of cell size"
"155"	"GO:0009186"	0.183160459679278	Inf	0.856544502617801	2	2	"deoxyribonucleoside diphosphate metabolic process"
"156"	"GO:0010528"	0.183160459679278	Inf	0.856544502617801	2	2	"regulation of transposition"
"157"	"GO:0010969"	0.183160459679278	Inf	0.856544502617801	2	2	"regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion"
"158"	"GO:0019464"	0.183160459679278	Inf	0.856544502617801	2	2	"glycine decarboxylation via glycine cleavage system"
"159"	"GO:0019676"	0.183160459679278	Inf	0.856544502617801	2	2	"ammonia assimilation cycle"
"160"	"GO:0030174"	0.183160459679278	Inf	0.856544502617801	2	2	"regulation of DNA-dependent DNA replication initiation"
"161"	"GO:0031204"	0.183160459679278	Inf	0.856544502617801	2	2	"posttranslational protein targeting to membrane, translocation"
"162"	"GO:0031496"	0.183160459679278	Inf	0.856544502617801	2	2	"positive regulation of mating type switching"
"163"	"GO:0033215"	0.183160459679278	Inf	0.856544502617801	2	2	"iron assimilation by reduction and transport"
"164"	"GO:0033967"	0.183160459679278	Inf	0.856544502617801	2	2	"box C/D snoRNA metabolic process"
"165"	"GO:0034471"	0.183160459679278	Inf	0.856544502617801	2	2	"ncRNA 5'-end processing"
"166"	"GO:0035822"	0.183160459679278	Inf	0.856544502617801	2	2	"gene conversion"
"167"	"GO:0042158"	0.183160459679278	Inf	0.856544502617801	2	2	"lipoprotein biosynthetic process"
"168"	"GO:0042439"	0.183160459679278	Inf	0.856544502617801	2	2	"ethanolamine-containing compound metabolic process"
"169"	"GO:0043144"	0.183160459679278	Inf	0.856544502617801	2	2	"snoRNA processing"
"170"	"GO:0045597"	0.183160459679278	Inf	0.856544502617801	2	2	"positive regulation of cell differentiation"
"171"	"GO:0045860"	0.183160459679278	Inf	0.856544502617801	2	2	"positive regulation of protein kinase activity"
"172"	"GO:0045903"	0.183160459679278	Inf	0.856544502617801	2	2	"positive regulation of translational fidelity"
"173"	"GO:0070981"	0.183160459679278	Inf	0.856544502617801	2	2	"L-asparagine biosynthetic process"
"174"	"GO:0090338"	0.183160459679278	Inf	0.856544502617801	2	2	"positive regulation of formin-nucleated actin cable assembly"
"175"	"GO:1901684"	0.183160459679278	Inf	0.856544502617801	2	2	"arsenate ion transmembrane transport"
"176"	"GO:0044089"	0.184578036840912	Inf	0.859852476290833	2	2	"positive regulation of cellular component biogenesis"
"177"	"GO:0046390"	0.192563346810738	1.68969849246231	7.69811320754717	10	18	"ribose phosphate biosynthetic process"
"178"	"GO:0009152"	0.198577231097943	1.73684210526316	6.84276729559748	9	16	"purine ribonucleotide biosynthetic process"
"179"	"GO:0006096"	0.199974490692752	1.7325	6.85235602094241	9	16	"glycolytic process"
"180"	"GO:0000747"	0.203670976452422	4.15089514066496	1.68376068376068	3	4	"conjugation with cellular fusion"
"181"	"GO:0015931"	0.206814018483757	2.78350515463918	2.51820128479657	4	6	"nucleobase-containing compound transport"
"182"	"GO:0006260"	0.20844245026706	4.08542713567839	1.69915254237288	3	4	"DNA replication"
"183"	"GO:0051656"	0.209037824865152	4.07730673316708	1.70105263157895	3	4	"establishment of organelle localization"
"184"	"GO:0008202"	0.210157852343345	4.06234413965087	1.70464135021097	3	4	"steroid metabolic process"
"185"	"GO:0008610"	0.210853550937959	4.05343511450382	1.70689655172414	3	4	"lipid biosynthetic process"
"186"	"GO:0030029"	0.21167308040411	4.04218362282878	1.70947368421053	3	4	"actin filament-based process"
"187"	"GO:0015748"	0.212430318371618	4.03217821782178	1.71188222923239	3	4	"organophosphate ester transport"
"188"	"GO:0009099"	0.212811968575262	4.02709359605911	1.7130890052356	3	4	"valine biosynthetic process"
"189"	"GO:0009423"	0.212811968575262	4.02709359605911	1.7130890052356	3	4	"chorismate biosynthetic process"
"190"	"GO:0015677"	0.212811968575262	4.02709359605911	1.7130890052356	3	4	"copper ion import"
"191"	"GO:0043900"	0.212811968575262	4.02709359605911	1.7130890052356	3	4	"regulation of multi-organism process"
"192"	"GO:0061013"	0.212811968575262	4.02709359605911	1.7130890052356	3	4	"regulation of mRNA catabolic process"
"193"	"GO:0010468"	0.213934305400958	1.58325805480277	8.76585928489043	11	20	"regulation of gene expression"
"194"	"GO:0031323"	0.214781295417348	1.39255014326648	15.2372479240807	18	35	"regulation of cellular metabolic process"
"195"	"GO:0006897"	0.219282184411442	2.24152191894127	3.42497376705142	5	8	"endocytosis"
"196"	"GO:0033043"	0.219331109751516	2.69053708439898	2.56771397616468	4	6	"regulation of organelle organization"
"197"	"GO:0006586"	0.219549454160162	2.24009900990099	3.4261780104712	5	8	"indolalkylamine metabolic process"
"198"	"GO:0006022"	0.219848435583487	2.68641975308642	2.5696335078534	4	6	"aminoglycan metabolic process"
"199"	"GO:0031331"	0.219848435583487	2.68641975308642	2.5696335078534	4	6	"positive regulation of cellular catabolic process"
"200"	"GO:1901071"	0.219848435583487	2.68641975308642	2.5696335078534	4	6	"glucosamine-containing compound metabolic process"
"201"	"GO:0051252"	0.226300750374986	3.85826771653543	1.75542857142857	3	4	"regulation of RNA metabolic process"
"202"	"GO:1901617"	0.239650546028822	1.47011678497825	9.85026178010471	12	23	"organic hydroxy compound biosynthetic process"
"203"	"GO:0006875"	0.26009379633453	1.49540517961571	8.13717277486911	10	19	"cellular metal ion homeostasis"
"204"	"GO:0009059"	0.274947132545168	3.81666666666667	1.03566333808845	2	3	"macromolecule biosynthetic process"
"205"	"GO:0044283"	0.296423841215092	1.13862323643594	46.9113924050633	50	109	"small molecule biosynthetic process"
"206"	"GO:0023052"	0.297890765872618	1.27210884353742	14.9895287958115	17	35	"signaling"
"207"	"GO:0048284"	0.305530524931088	1.62706766917293	4.68454258675079	6	11	"organelle fusion"
"208"	"GO:1901606"	0.319588652186948	1.58902743142145	4.74761399787911	6	11	"alpha-amino acid catabolic process"
"209"	"GO:0034622"	0.326616357149948	1.85880250223414	2.93222222222222	4	7	"cellular macromolecular complex assembly"
"210"	"GO:0045892"	0.332033906140195	1.66353383458647	3.87220447284345	5	9	"negative regulation of transcription, DNA-templated"
"211"	"GO:0008152"	0.341382311000841	1.37442922374429	5.75757575757576	7	19	"metabolic process"
"212"	"GO:0000041"	0.3417537951864	1.80234505862647	2.98409331919406	4	7	"transition metal ion transport"
"213"	"GO:0030433"	0.345819275277465	1.78765432098765	2.9979057591623	4	7	"ER-associated ubiquitin-dependent protein catabolic process"
"214"	"GO:0046488"	0.345819275277465	1.78765432098765	2.9979057591623	4	7	"phosphatidylinositol metabolic process"
"215"	"GO:0016070"	0.361192057309908	2.9320987654321	1.21945137157107	2	3	"RNA metabolic process"
"216"	"GO:0044702"	0.361450364238322	1.73333333333333	3.05070118662352	4	7	"single organism reproductive process"
"217"	"GO:0000754"	0.365993089458286	2.01481481481481	2.13836477987421	3	5	"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion"
"218"	"GO:0006312"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"mitotic recombination"
"219"	"GO:0009263"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"deoxyribonucleotide biosynthetic process"
"220"	"GO:0016050"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"vesicle organization"
"221"	"GO:0032012"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of ARF protein signal transduction"
"222"	"GO:0032015"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of Ran protein signal transduction"
"223"	"GO:0032483"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of Rab protein signal transduction"
"224"	"GO:0032485"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of Ral protein signal transduction"
"225"	"GO:0032487"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of Rap protein signal transduction"
"226"	"GO:0032489"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of Cdc42 protein signal transduction"
"227"	"GO:0032970"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of actin filament-based process"
"228"	"GO:0035020"	0.367072976063272	2.00985221674877	2.1413612565445	3	5	"regulation of Rac protein signal transduction"
"229"	"GO:0006468"	0.373292821538303	1.18820861678005	14.6021052631579	16	34	"protein phosphorylation"
"230"	"GO:0006396"	0.378504172349192	1.35858585858586	5.95147679324895	7	14	"RNA processing"
"231"	"GO:0000749"	0.385225951995698	2.73737373737374	1.26886291179596	2	3	"response to pheromone involved in conjugation with cellular fusion"
"232"	"GO:0072522"	0.387637245249043	2.71898734177215	1.27379679144385	2	3	"purine-containing compound biosynthetic process"
"233"	"GO:0006873"	0.387691962645087	1.22989949748744	9.85026178010471	11	23	"cellular ion homeostasis"
"234"	"GO:0016126"	0.389271771498214	2.70646766169154	1.27713382507903	2	3	"sterol biosynthetic process"
"235"	"GO:0009081"	0.38970160811903	2.70324189526185	1.27801268498943	2	3	"branched-chain amino acid metabolic process"
"236"	"GO:0006261"	0.390159703857422	2.69975186104218	1.27894736842105	2	3	"DNA-dependent DNA replication"
"237"	"GO:0046903"	0.390387338730943	2.6980198019802	1.27941176470588	2	3	"secretion"
"238"	"GO:0051495"	0.390387338730943	2.6980198019802	1.27941176470588	2	3	"positive regulation of cytoskeleton organization"
"239"	"GO:0007533"	0.391271705586582	2.69135802469136	1.28121720881427	2	3	"mating type switching"
"240"	"GO:0016568"	0.391465284639925	2.69	1.28161530286929	2	3	"chromatin modification"
"241"	"GO:0035556"	0.391465284639925	2.69	1.28161530286929	2	3	"intracellular signal transduction"
"242"	"GO:0032878"	0.392154533515479	2.68472906403941	1.28301886792453	2	3	"regulation of establishment or maintenance of cell polarity"
"243"	"GO:0044036"	0.392154533515479	2.68472906403941	1.28301886792453	2	3	"cell wall macromolecule metabolic process"
"244"	"GO:0000956"	0.392591721198	2.68148148148148	1.28391167192429	2	3	"nuclear-transcribed mRNA catabolic process"
"245"	"GO:0007034"	0.392591721198	2.68148148148148	1.28391167192429	2	3	"vacuolar transport"
"246"	"GO:0006446"	0.392814229110699	2.67980295566502	1.28436516264428	2	3	"regulation of translational initiation"
"247"	"GO:0008033"	0.392814229110699	2.67980295566502	1.28436516264428	2	3	"tRNA processing"
"248"	"GO:0035303"	0.392814229110699	2.67980295566502	1.28436516264428	2	3	"regulation of dephosphorylation"
"249"	"GO:0006037"	0.393035823760885	2.67813267813268	1.2848167539267	2	3	"cell wall chitin metabolic process"
"250"	"GO:0006278"	0.393035823760885	2.67813267813268	1.2848167539267	2	3	"RNA-dependent DNA replication"
