"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"
"18"	"GO:0009123"	0.000535770679889304	3.76248313090418	7.41719077568134	16	29	"nucleoside monophosphate metabolic process"
"19"	"GO:0055114"	0.000908312985989556	1.99513919575784	28.5021459227468	43	116	"oxidation-reduction process"
"20"	"GO:0070814"	0.00107778585760075	Inf	1.28272251308901	5	5	"hydrogen sulfide biosynthetic process"
"21"	"GO:0006091"	0.00119240956741131	3.02085402184707	9.2	18	37	"generation of precursor metabolites and energy"
"22"	"GO:0045333"	0.00126177042481157	18.5309734513274	1.74436090225564	6	7	"cellular respiration"
"23"	"GO:0009060"	0.00129097993631156	8.01144492131617	2.80826271186441	8	11	"aerobic respiration"
"24"	"GO:0046395"	0.00144574470947766	17.9478260869565	1.78594594594595	6	7	"carboxylic acid catabolic process"
"25"	"GO:0072521"	0.00190892558331281	2.75832279814581	10.261780104712	19	40	"purine-containing compound metabolic process"
"26"	"GO:0044272"	0.00364871803950848	3.78564405113078	5.01057082452431	11	20	"sulfur compound biosynthetic process"
"27"	"GO:0016053"	0.00399067701711664	1.9093567251462	23.6020942408377	35	92	"organic acid biosynthetic process"
"28"	"GO:0006592"	0.00425300560405939	Inf	1.0261780104712	4	4	"ornithine biosynthetic process"
"29"	"GO:0072528"	0.00425300560405939	Inf	1.0261780104712	4	4	"pyrimidine-containing compound biosynthetic process"
"30"	"GO:0006818"	0.00473417485436529	4.47457627118644	3.84816753926702	9	15	"hydrogen transport"
"31"	"GO:0006123"	0.0051053014307404	14.7708333333333	1.53926701570681	5	6	"mitochondrial electron transport, cytochrome c to oxygen"
"32"	"GO:0006807"	0.0119613679563572	1.84695035460993	20.0747384155456	29	79	"nitrogen compound metabolic process"
"33"	"GO:0015672"	0.0137696640317166	3.35576923076923	4.35300316122234	9	17	"monovalent inorganic cation transport"
"34"	"GO:0032543"	0.0139395814813992	7.40585774058577	1.79035639412998	5	7	"mitochondrial translation"
"35"	"GO:0001080"	0.0167308319630766	Inf	0.769633507853403	3	3	"nitrogen catabolite activation of transcription from RNA polymerase II promoter"
"36"	"GO:0009228"	0.0167308319630766	Inf	0.769633507853403	3	3	"thiamine biosynthetic process"
"37"	"GO:0015986"	0.0167308319630766	Inf	0.769633507853403	3	3	"ATP synthesis coupled proton transport"
"38"	"GO:0019379"	0.0167308319630766	Inf	0.769633507853403	3	3	"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
"39"	"GO:0042723"	0.0167308319630766	Inf	0.769633507853403	3	3	"thiamine-containing compound metabolic process"
"40"	"GO:0045721"	0.0167308319630766	Inf	0.769633507853403	3	3	"negative regulation of gluconeogenesis"
"41"	"GO:0071495"	0.0167308319630766	Inf	0.769633507853403	3	3	"cellular response to endogenous stimulus"
"42"	"GO:0090293"	0.0167308319630766	Inf	0.769633507853403	3	3	"nitrogen catabolite regulation of transcription"
"43"	"GO:1901699"	0.0167308319630766	Inf	0.769633507853403	3	3	"cellular response to nitrogen compound"
"44"	"GO:0009145"	0.016953884589894	11.7676348547718	1.28272251308901	4	5	"purine nucleoside triphosphate biosynthetic process"
"45"	"GO:0009201"	0.016953884589894	11.7676348547718	1.28272251308901	4	5	"ribonucleoside triphosphate biosynthetic process"
"46"	"GO:0044281"	0.0189057903652311	2.07037037037037	10.5270092226614	17	47	"small molecule metabolic process"
"47"	"GO:0044248"	0.0250954660235381	1.963406052076	11.698504027618	18	46	"cellular catabolic process"
"48"	"GO:0019674"	0.0296100005646933	4.92329149232915	2.04826862539349	5	8	"NAD metabolic process"
"49"	"GO:0030258"	0.0298626149503867	4.90972222222222	2.05235602094241	5	8	"lipid modification"
"50"	"GO:0009064"	0.0317510388564833	2.5	5.6046511627907	10	22	"glutamine family amino acid metabolic process"
"51"	"GO:0034654"	0.0318207810273106	1.51520626317374	31.0418848167539	40	121	"nucleobase-containing compound biosynthetic process"
"52"	"GO:0071496"	0.0334066449758022	2.23390557939914	7.18324607329843	12	28	"cellular response to external stimulus"
"53"	"GO:0007154"	0.033460815930909	2.47407407407407	5.65027322404372	10	22	"cell communication"
"54"	"GO:0044282"	0.0364160681673489	1.8861273554256	11.2879581151832	17	44	"small molecule catabolic process"
"55"	"GO:1902680"	0.0364160681673489	1.8861273554256	11.2879581151832	17	44	"positive regulation of RNA biosynthetic process"
"56"	"GO:0031669"	0.0366037142064052	3.57435897435897	2.80254777070064	6	11	"cellular response to nutrient levels"
"57"	"GO:0007584"	0.0378247239597698	3.5397489539749	2.82198952879581	6	11	"response to nutrient"
"58"	"GO:0044042"	0.0378247239597698	3.5397489539749	2.82198952879581	6	11	"glucan metabolic process"
"59"	"GO:1901659"	0.0378247239597698	3.5397489539749	2.82198952879581	6	11	"glycosyl compound biosynthetic process"
"60"	"GO:0000422"	0.0406510509082011	5.87551867219917	1.53926701570681	4	6	"mitochondrion degradation"
"61"	"GO:0009653"	0.0433633641726414	2.03478260869565	8.21987315010571	13	32	"anatomical structure morphogenesis"
"62"	"GO:0009069"	0.0438859034158614	2.64397163120567	4.34384858044164	8	17	"serine family amino acid metabolic process"
"63"	"GO:0009991"	0.0450596686081742	2.29118520964015	5.88315789473684	10	23	"response to extracellular stimulus"
"64"	"GO:0098655"	0.0459284741377671	2.28150572831424	5.90052356020942	10	23	"cation transmembrane transport"
"65"	"GO:0097659"	0.05044796611353	1.53809291747888	22.0628272251309	29	86	"nucleic acid-templated transcription"
"66"	"GO:0010565"	0.052349932825761	8.93697478991597	1.0136698212408	3	4	"regulation of cellular ketone metabolic process"
"67"	"GO:0000103"	0.0528014751809304	8.89958158995816	1.01680672268908	3	4	"sulfate assimilation"
"68"	"GO:0001315"	0.0541643110401283	8.78925619834711	1.0261780104712	3	4	"age-dependent response to reactive oxygen species"
"69"	"GO:0007039"	0.0541643110401283	8.78925619834711	1.0261780104712	3	4	"protein catabolic process in the vacuole"
"70"	"GO:0051171"	0.0545881230693236	1.51037215445575	23.0852631578947	30	91	"regulation of nitrogen compound metabolic process"
"71"	"GO:0009894"	0.0611963917979423	2.92436974789916	3.09513742071882	6	12	"regulation of catabolic process"
"72"	"GO:0051321"	0.063449758233356	2.01212284482759	6.99466950959488	11	27	"meiotic cell cycle"
"73"	"GO:0006112"	0.0641632269539246	Inf	0.507399577167019	2	2	"energy reserve metabolic process"
"74"	"GO:0006635"	0.0652161001009721	Inf	0.511530398322851	2	2	"fatty acid beta-oxidation"
"75"	"GO:0006543"	0.0656151558058108	Inf	0.513089005235602	2	2	"glutamine catabolic process"
"76"	"GO:0008615"	0.0656151558058108	Inf	0.513089005235602	2	2	"pyridoxine biosynthetic process"
"77"	"GO:0017004"	0.0656151558058108	Inf	0.513089005235602	2	2	"cytochrome complex assembly"
"78"	"GO:0018105"	0.0656151558058108	Inf	0.513089005235602	2	2	"peptidyl-serine phosphorylation"
"79"	"GO:0019541"	0.0656151558058108	Inf	0.513089005235602	2	2	"propionate metabolic process"
"80"	"GO:0019563"	0.0656151558058108	Inf	0.513089005235602	2	2	"glycerol catabolic process"
"81"	"GO:0019626"	0.0656151558058108	Inf	0.513089005235602	2	2	"short-chain fatty acid catabolic process"
"82"	"GO:0019629"	0.0656151558058108	Inf	0.513089005235602	2	2	"propionate catabolic process, 2-methylcitrate cycle"
"83"	"GO:0030968"	0.0656151558058108	Inf	0.513089005235602	2	2	"endoplasmic reticulum unfolded protein response"
"84"	"GO:0031335"	0.0656151558058108	Inf	0.513089005235602	2	2	"regulation of sulfur amino acid metabolic process"
"85"	"GO:0042816"	0.0656151558058108	Inf	0.513089005235602	2	2	"vitamin B6 metabolic process"
"86"	"GO:0042823"	0.0656151558058108	Inf	0.513089005235602	2	2	"pyridoxal phosphate biosynthetic process"
"87"	"GO:0043488"	0.0656151558058108	Inf	0.513089005235602	2	2	"regulation of mRNA stability"
"88"	"GO:0045913"	0.0656151558058108	Inf	0.513089005235602	2	2	"positive regulation of carbohydrate metabolic process"
"89"	"GO:0046174"	0.0656151558058108	Inf	0.513089005235602	2	2	"polyol catabolic process"
"90"	"GO:0046471"	0.0656151558058108	Inf	0.513089005235602	2	2	"phosphatidylglycerol metabolic process"
"91"	"GO:0071266"	0.0656151558058108	Inf	0.513089005235602	2	2	"'de novo' L-methionine biosynthetic process"
"92"	"GO:0010608"	0.0662649900629309	Inf	0.515641855447681	2	2	"posttranscriptional regulation of gene expression"
"93"	"GO:0006796"	0.0705039538064366	1.73335826477188	10.3967136150235	15	43	"phosphate-containing compound metabolic process"
"94"	"GO:0000271"	0.0760095203568027	3.91147994467497	1.79581151832461	4	7	"polysaccharide biosynthetic process"
"95"	"GO:0006116"	0.0760095203568027	3.91147994467497	1.79581151832461	4	7	"NADH oxidation"
"96"	"GO:0022411"	0.0776165306968993	3.87777777777778	1.80740740740741	4	7	"cellular component disassembly"
"97"	"GO:0098660"	0.0800395323988128	1.97163120567376	6.41361256544503	10	25	"inorganic ion transmembrane transport"
"98"	"GO:0046942"	0.0808037033626083	2.99141630901288	2.53191489361702	5	10	"carboxylic acid transport"
"99"	"GO:0042455"	0.0839414187070631	2.94979079497908	2.55765199161426	5	10	"ribonucleoside biosynthetic process"
"100"	"GO:0042451"	0.0849021831809652	2.9375	2.56544502617801	5	10	"purine nucleoside biosynthetic process"
"101"	"GO:0045944"	0.0862804948931677	1.79739130434783	8.14300736067298	12	32	"positive regulation of transcription from RNA polymerase II promoter"
"102"	"GO:0045935"	0.0944184913218664	1.58438876651982	12.5456453305352	17	49	"positive regulation of nucleobase-containing compound metabolic process"
"103"	"GO:0030437"	0.106159031412274	1.90121580547112	5.8887722980063	9	23	"ascospore formation"
"104"	"GO:0005978"	0.10997995071548	4.38842975206612	1.28272251308901	3	5	"glycogen biosynthetic process"
"105"	"GO:0010243"	0.10997995071548	4.38842975206612	1.28272251308901	3	5	"response to organonitrogen compound"
"106"	"GO:0019400"	0.10997995071548	4.38842975206612	1.28272251308901	3	5	"alditol metabolic process"
"107"	"GO:0046686"	0.10997995071548	4.38842975206612	1.28272251308901	3	5	"response to cadmium ion"
"108"	"GO:0046777"	0.10997995071548	4.38842975206612	1.28272251308901	3	5	"protein autophosphorylation"
"109"	"GO:0051188"	0.117752113796804	2.05882352941176	4.36125654450262	7	17	"cofactor biosynthetic process"
"110"	"GO:1901700"	0.118860670342443	2.96595744680851	2.03404255319149	4	8	"response to oxygen-containing compound"
"111"	"GO:0006006"	0.119245252284089	2.96170212765957	2.03620873269436	4	8	"glucose metabolic process"
"112"	"GO:0071310"	0.123934243586124	2.91101694915254	2.06229860365199	4	8	"cellular response to organic substance"
"113"	"GO:0034293"	0.126519429403746	1.73466833541927	6.92670157068063	10	27	"sexual sporulation"
"114"	"GO:0048522"	0.12807994635213	1.42530991735537	16.6295116772824	21	65	"positive regulation of cellular process"
"115"	"GO:0016310"	0.142058944841405	2.25404312668464	2.91601343784994	5	12	"phosphorylation"
"116"	"GO:0048869"	0.150809772994226	1.47826086956522	11.544502617801	15	45	"cellular developmental process"
"117"	"GO:0050789"	0.156590649828741	2.17032967032967	3.00401606425703	5	12	"regulation of biological process"
"118"	"GO:0009893"	0.156886159215218	1.41038406827881	14.3130990415335	18	56	"positive regulation of metabolic process"
"119"	"GO:1901566"	0.161441581568678	1.5592280390417	8.09896432681243	11	34	"organonitrogen compound biosynthetic process"
"120"	"GO:0033238"	0.1624922157978	5.8595041322314	0.767295597484277	2	3	"regulation of cellular amine metabolic process"
"121"	"GO:0009987"	0.163316842242404	1.72549019607843	7.44827586206897	10	27	"cellular process"
"122"	"GO:0000209"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"protein polyubiquitination"
"123"	"GO:0006513"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"protein monoubiquitination"
"124"	"GO:0015851"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"nucleobase transport"
"125"	"GO:0015909"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"long-chain fatty acid transport"
"126"	"GO:0035999"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"tetrahydrofolate interconversion"
"127"	"GO:0042787"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"protein ubiquitination involved in ubiquitin-dependent protein catabolic process"
"128"	"GO:0043335"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"protein unfolding"
"129"	"GO:0048584"	0.163383803491279	5.83539094650206	0.769633507853403	2	3	"positive regulation of response to stimulus"
"130"	"GO:0044724"	0.169204014148934	2.09726443768997	3.07363927427962	5	12	"single-organism carbohydrate catabolic process"
"131"	"GO:0044264"	0.172688963314569	2.36974789915966	2.28781512605042	4	9	"cellular polysaccharide metabolic process"
"132"	"GO:0051234"	0.177048234962005	1.25259207429553	31.3879210220674	36	115	"establishment of localization"
"133"	"GO:0000105"	0.179308850522759	2.92148760330579	1.53926701570681	3	6	"histidine biosynthetic process"
"134"	"GO:0006882"	0.179308850522759	2.92148760330579	1.53926701570681	3	6	"cellular zinc ion homeostasis"
"135"	"GO:0010570"	0.179308850522759	2.92148760330579	1.53926701570681	3	6	"regulation of filamentous growth"
"136"	"GO:0052803"	0.179308850522759	2.92148760330579	1.53926701570681	3	6	"imidazole-containing compound metabolic process"
"137"	"GO:0070784"	0.179308850522759	2.92148760330579	1.53926701570681	3	6	"regulation of growth of unicellular organism as a thread of attached cells"
"138"	"GO:0072507"	0.179308850522759	2.92148760330579	1.53926701570681	3	6	"divalent inorganic cation homeostasis"
"139"	"GO:0072524"	0.186613270629194	1.72528248587571	4.84470094438615	7	19	"pyridine-containing compound metabolic process"
"140"	"GO:0006733"	0.191084003356828	1.71078431372549	4.87434554973822	7	19	"oxidoreduction coenzyme metabolic process"
"141"	"GO:0046364"	0.205636409444566	1.75732217573222	4.10471204188482	6	16	"monosaccharide biosynthetic process"
"142"	"GO:0044283"	0.207517141123013	1.57673267326733	5.84009269988413	8	24	"small molecule biosynthetic process"
"143"	"GO:0006355"	0.218522638661234	2.04012345679012	2.48027057497182	4	10	"regulation of transcription, DNA-templated"
"144"	"GO:0006357"	0.219938857653896	2.03303303303303	2.48624862486249	4	10	"regulation of transcription from RNA polymerase II promoter"
"145"	"GO:0034637"	0.221520665467263	1.828125	3.33507853403141	5	13	"cellular carbohydrate biosynthetic process"
"146"	"GO:0031328"	0.223798466992514	2.01488095238095	2.50274423710209	4	10	"positive regulation of cellular biosynthetic process"
"147"	"GO:2001141"	0.22781035759864	1.66919191919192	4.22147651006711	6	17	"regulation of RNA biosynthetic process"
"148"	"GO:0070887"	0.235734139421808	1.96130952380952	2.5531914893617	4	10	"cellular response to chemical stimulus"
"149"	"GO:0003333"	0.236863097469789	1.95555555555556	2.55765199161426	4	10	"amino acid transmembrane transport"
"150"	"GO:0072593"	0.23873412980624	1.94744121715076	2.56544502617801	4	10	"reactive oxygen species metabolic process"
"151"	"GO:0032787"	0.241285457022744	2.27702702702703	1.74418604651163	3	7	"monocarboxylic acid metabolic process"
"152"	"GO:0006820"	0.243920271955014	1.62207225089321	4.30960086299892	6	17	"anion transport"
"153"	"GO:0009259"	0.246753246753247	Inf	0.246753246753247	1	1	"ribonucleotide metabolic process"
"154"	"GO:0006732"	0.247544636326953	2.24021739130435	1.76515151515152	3	7	"coenzyme metabolic process"
"155"	"GO:0006119"	0.248407643312102	Inf	0.248407643312102	1	1	"oxidative phosphorylation"
"156"	"GO:0030435"	0.24978664373403	2.22737068965517	1.77262931034483	3	7	"sporulation resulting in formation of a cellular spore"
"157"	"GO:0048523"	0.25033544745723	1.35222672064777	9.7644539614561	12	38	"negative regulation of cellular process"
"158"	"GO:0006109"	0.251319957761352	Inf	0.251319957761352	1	1	"regulation of carbohydrate metabolic process"
"159"	"GO:0010675"	0.25210970464135	Inf	0.25210970464135	1	1	"regulation of cellular carbohydrate metabolic process"
"160"	"GO:0009890"	0.253092285041538	1.39614994934144	7.95287958115183	10	31	"negative regulation of biosynthetic process"
"161"	"GO:0006111"	0.254201680672269	Inf	0.254201680672269	1	1	"regulation of gluconeogenesis"
"162"	"GO:0006754"	0.254201680672269	Inf	0.254201680672269	1	1	"ATP biosynthetic process"
"163"	"GO:0006808"	0.254201680672269	Inf	0.254201680672269	1	1	"regulation of nitrogen utilization"
"164"	"GO:0010677"	0.254201680672269	Inf	0.254201680672269	1	1	"negative regulation of cellular carbohydrate metabolic process"
"165"	"GO:0019395"	0.254201680672269	Inf	0.254201680672269	1	1	"fatty acid oxidation"
"166"	"GO:0033554"	0.254587155963303	Inf	0.254587155963303	1	1	"cellular response to stress"
"167"	"GO:0009250"	0.254736842105263	Inf	0.254736842105263	1	1	"glucan biosynthetic process"
"168"	"GO:0044247"	0.25498426023085	Inf	0.25498426023085	1	1	"cellular polysaccharide catabolic process"
"169"	"GO:0046890"	0.25498426023085	Inf	0.25498426023085	1	1	"regulation of lipid biosynthetic process"
"170"	"GO:0015908"	0.255252100840336	Inf	0.255252100840336	1	1	"fatty acid transport"
"171"	"GO:0043471"	0.255252100840336	Inf	0.255252100840336	1	1	"regulation of cellular carbohydrate catabolic process"
"172"	"GO:0006083"	0.255520504731861	Inf	0.255520504731861	1	1	"acetate metabolic process"
"173"	"GO:0007571"	0.255520504731861	Inf	0.255520504731861	1	1	"age-dependent general metabolic decline"
"174"	"GO:0034614"	0.255543822597677	Inf	0.255543822597677	1	1	"cellular response to reactive oxygen species"
"175"	"GO:0006650"	0.255567338282078	Inf	0.255567338282078	1	1	"glycerophospholipid metabolic process"
"176"	"GO:0005980"	0.255765199161426	Inf	0.255765199161426	1	1	"glycogen catabolic process"
"177"	"GO:0097034"	0.255765199161426	Inf	0.255765199161426	1	1	"mitochondrial respiratory chain complex IV biogenesis"
"178"	"GO:0000101"	0.256033578174187	Inf	0.256033578174187	1	1	"sulfur amino acid transport"
"179"	"GO:0000045"	0.256544502617801	Inf	0.256544502617801	1	1	"autophagic vacuole assembly"
"180"	"GO:0000066"	0.256544502617801	Inf	0.256544502617801	1	1	"mitochondrial ornithine transport"
"181"	"GO:0000304"	0.256544502617801	Inf	0.256544502617801	1	1	"response to singlet oxygen"
"182"	"GO:0000316"	0.256544502617801	Inf	0.256544502617801	1	1	"sulfite transport"
"183"	"GO:0000432"	0.256544502617801	Inf	0.256544502617801	1	1	"positive regulation of transcription from RNA polymerase II promoter by glucose"
"184"	"GO:0000719"	0.256544502617801	Inf	0.256544502617801	1	1	"photoreactive repair"
"185"	"GO:0000722"	0.256544502617801	Inf	0.256544502617801	1	1	"telomere maintenance via recombination"
"186"	"GO:0000957"	0.256544502617801	Inf	0.256544502617801	1	1	"mitochondrial RNA catabolic process"
"187"	"GO:0000972"	0.256544502617801	Inf	0.256544502617801	1	1	"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery"
"188"	"GO:0001207"	0.256544502617801	Inf	0.256544502617801	1	1	"histone displacement"
"189"	"GO:0001316"	0.256544502617801	Inf	0.256544502617801	1	1	"age-dependent response to reactive oxygen species involved in replicative cell aging"
"190"	"GO:0001319"	0.256544502617801	Inf	0.256544502617801	1	1	"inheritance of oxidatively modified proteins involved in replicative cell aging"
"191"	"GO:0001321"	0.256544502617801	Inf	0.256544502617801	1	1	"age-dependent general metabolic decline involved in replicative cell aging"
"192"	"GO:0001682"	0.256544502617801	Inf	0.256544502617801	1	1	"tRNA 5'-leader removal"
"193"	"GO:0006075"	0.256544502617801	Inf	0.256544502617801	1	1	"(1->3)-beta-D-glucan biosynthetic process"
"194"	"GO:0006121"	0.256544502617801	Inf	0.256544502617801	1	1	"mitochondrial electron transport, succinate to ubiquinone"
"195"	"GO:0006206"	0.256544502617801	Inf	0.256544502617801	1	1	"pyrimidine nucleobase metabolic process"
"196"	"GO:0006207"	0.256544502617801	Inf	0.256544502617801	1	1	"'de novo' pyrimidine nucleobase biosynthetic process"
"197"	"GO:0006213"	0.256544502617801	Inf	0.256544502617801	1	1	"pyrimidine nucleoside metabolic process"
"198"	"GO:0006220"	0.256544502617801	Inf	0.256544502617801	1	1	"pyrimidine nucleotide metabolic process"
"199"	"GO:0006277"	0.256544502617801	Inf	0.256544502617801	1	1	"DNA amplification"
"200"	"GO:0006378"	0.256544502617801	Inf	0.256544502617801	1	1	"mRNA polyadenylation"
"201"	"GO:0006636"	0.256544502617801	Inf	0.256544502617801	1	1	"unsaturated fatty acid biosynthetic process"
"202"	"GO:0006675"	0.256544502617801	Inf	0.256544502617801	1	1	"mannosyl-inositol phosphorylceramide metabolic process"
"203"	"GO:0006688"	0.256544502617801	Inf	0.256544502617801	1	1	"glycosphingolipid biosynthetic process"
"204"	"GO:0006741"	0.256544502617801	Inf	0.256544502617801	1	1	"NADP biosynthetic process"
"205"	"GO:0006750"	0.256544502617801	Inf	0.256544502617801	1	1	"glutathione biosynthetic process"
"206"	"GO:0006846"	0.256544502617801	Inf	0.256544502617801	1	1	"acetate transport"
"207"	"GO:0006849"	0.256544502617801	Inf	0.256544502617801	1	1	"plasma membrane pyruvate transport"
"208"	"GO:0009061"	0.256544502617801	Inf	0.256544502617801	1	1	"anaerobic respiration"
"209"	"GO:0009129"	0.256544502617801	Inf	0.256544502617801	1	1	"pyrimidine nucleoside monophosphate metabolic process"
"210"	"GO:0009174"	0.256544502617801	Inf	0.256544502617801	1	1	"pyrimidine ribonucleoside monophosphate biosynthetic process"
"211"	"GO:0009220"	0.256544502617801	Inf	0.256544502617801	1	1	"pyrimidine ribonucleotide biosynthetic process"
"212"	"GO:0009395"	0.256544502617801	Inf	0.256544502617801	1	1	"phospholipid catabolic process"
"213"	"GO:0010145"	0.256544502617801	Inf	0.256544502617801	1	1	"fructan metabolic process"
"214"	"GO:0010273"	0.256544502617801	Inf	0.256544502617801	1	1	"detoxification of copper ion"
"215"	"GO:0010509"	0.256544502617801	Inf	0.256544502617801	1	1	"polyamine homeostasis"
"216"	"GO:0010513"	0.256544502617801	Inf	0.256544502617801	1	1	"positive regulation of phosphatidylinositol biosynthetic process"
"217"	"GO:0010907"	0.256544502617801	Inf	0.256544502617801	1	1	"positive regulation of glucose metabolic process"
"218"	"GO:0010994"	0.256544502617801	Inf	0.256544502617801	1	1	"free ubiquitin chain polymerization"
"219"	"GO:0015727"	0.256544502617801	Inf	0.256544502617801	1	1	"lactate transport"
"220"	"GO:0015805"	0.256544502617801	Inf	0.256544502617801	1	1	"S-adenosyl-L-methionine transport"
"221"	"GO:0015812"	0.256544502617801	Inf	0.256544502617801	1	1	"gamma-aminobutyric acid transport"
"222"	"GO:0015824"	0.256544502617801	Inf	0.256544502617801	1	1	"proline transport"
"223"	"GO:0015847"	0.256544502617801	Inf	0.256544502617801	1	1	"putrescine transport"
"224"	"GO:0015866"	0.256544502617801	Inf	0.256544502617801	1	1	"ADP transport"
"225"	"GO:0015867"	0.256544502617801	Inf	0.256544502617801	1	1	"ATP transport"
"226"	"GO:0015886"	0.256544502617801	Inf	0.256544502617801	1	1	"heme transport"
"227"	"GO:0015888"	0.256544502617801	Inf	0.256544502617801	1	1	"thiamine transport"
"228"	"GO:0015976"	0.256544502617801	Inf	0.256544502617801	1	1	"carbon utilization"
"229"	"GO:0016480"	0.256544502617801	Inf	0.256544502617801	1	1	"negative regulation of transcription from RNA polymerase III promoter"
"230"	"GO:0018108"	0.256544502617801	Inf	0.256544502617801	1	1	"peptidyl-tyrosine phosphorylation"
"231"	"GO:0018298"	0.256544502617801	Inf	0.256544502617801	1	1	"protein-chromophore linkage"
"232"	"GO:0019218"	0.256544502617801	Inf	0.256544502617801	1	1	"regulation of steroid metabolic process"
"233"	"GO:0019346"	0.256544502617801	Inf	0.256544502617801	1	1	"transsulfuration"
"234"	"GO:0019427"	0.256544502617801	Inf	0.256544502617801	1	1	"acetyl-CoA biosynthetic process from acetate"
"235"	"GO:0019441"	0.256544502617801	Inf	0.256544502617801	1	1	"tryptophan catabolic process to kynurenine"
"236"	"GO:0019654"	0.256544502617801	Inf	0.256544502617801	1	1	"acetate fermentation"
"237"	"GO:0022898"	0.256544502617801	Inf	0.256544502617801	1	1	"regulation of transmembrane transporter activity"
"238"	"GO:0030838"	0.256544502617801	Inf	0.256544502617801	1	1	"positive regulation of actin filament polymerization"
"239"	"GO:0031919"	0.256544502617801	Inf	0.256544502617801	1	1	"vitamin B6 transport"
"240"	"GO:0031930"	0.256544502617801	Inf	0.256544502617801	1	1	"mitochondria-nucleus signaling pathway"
"241"	"GO:0032049"	0.256544502617801	Inf	0.256544502617801	1	1	"cardiolipin biosynthetic process"
"242"	"GO:0032056"	0.256544502617801	Inf	0.256544502617801	1	1	"positive regulation of translation in response to stress"
"243"	"GO:0032258"	0.256544502617801	Inf	0.256544502617801	1	1	"CVT pathway"
"244"	"GO:0032443"	0.256544502617801	Inf	0.256544502617801	1	1	"regulation of ergosterol biosynthetic process"
"245"	"GO:0032780"	0.256544502617801	Inf	0.256544502617801	1	1	"negative regulation of ATPase activity"
"246"	"GO:0033241"	0.256544502617801	Inf	0.256544502617801	1	1	"regulation of cellular amine catabolic process"
"247"	"GO:0033540"	0.256544502617801	Inf	0.256544502617801	1	1	"fatty acid beta-oxidation using acyl-CoA oxidase"
"248"	"GO:0033617"	0.256544502617801	Inf	0.256544502617801	1	1	"mitochondrial respiratory chain complex IV assembly"
"249"	"GO:0034079"	0.256544502617801	Inf	0.256544502617801	1	1	"butanediol biosynthetic process"
"250"	"GO:0034219"	0.256544502617801	Inf	0.256544502617801	1	1	"carbohydrate transmembrane transport"
"251"	"GO:0034276"	0.256544502617801	Inf	0.256544502617801	1	1	"kynurenic acid biosynthetic process"
"252"	"GO:0034312"	0.256544502617801	Inf	0.256544502617801	1	1	"diol biosynthetic process"
